GameNum,WhitePlayer,BlackPlayer,Game,White,Black,Date,Event,Link,
442,RyanFourPM,Cirtus,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)d2d4 / {20:05}(0T2)c7c5 
3.{20:05}(0T3)c2c3 / {20:05}(0T3)Qd8b6 
4.{19:54}(0T4)d4c5 / {20:05}(0T4)Qb6c5 
5.{19:48}(0T5)Bc1e3 / {19:18}(0T5)Qc5d5 
6.{15:07}(0T6)Nb1d2 / {16:30}(0T6)Nb8c6 
7.{13:59}(0T7)Qd1b3 / {14:36}(0T7)Qd5b3 
8.{13:59}(0T8)a2b3 / {11:22}(0T8)b7b5 
9.{13:25}(0T9)b3b4 / {9:49}(0T9)g7g6 
10.{11:58}(0T10)Nf3d4 / {8:51}(0T10)Nf6g4 
11.{11:08}(0T11)Nd4b5 / {6:46}(0T11)Ng4e3 
12.{9:11}(0T12)f2e3 / {6:46}(0T12)Bf8h6 
13.{8:33}(0T13)Nb5c7 / {6:46}(0T13)Ke8f8 
14.{7:39}(0T14)Nc7a8 / {6:46}(0T14)Bh6e3 
15.{3:18}(0T15)Ke1c1 / {4:37}(0T15)Nc6b4 
16.{1:21}(0T16)c3b4 / {3:39}(0T16)Bc8a6 
17.{0:13}(0T17)Kc1b1 / {3:16}(0T17)Be3d2 
18.{0:10}(0T18)b2b3 / {1:40}(0T18)Ba6c4 
19.{0:10}(0T19)b3c4 / {1:39}(0T19)Bd2b4 ",0,1,06/12/2021,,,
443,Cirtus,RyanFourPM,"1.{20:05}(0T1)e2e3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)Ng1f3 / {20:05}(0T2)c7c6 
3.{19:58}(0T3)c2c4 / {19:21}(0T3)d7d6 
4.{19:58}(0T4)Nb1c3 / {19:02}(0T4)g7g6 
5.{18:43}(0T5)Bf1d3 / {18:52}(0T5)Bf8g7 
6.{18:14}(0T6)Nc3e4 / {17:34}(0T6)Ke8g8 
7.{16:15}(0T7)Ra1b1 / {16:40}(0T7)e7e5 
8.{15:31}(0T8)b2b3 / {16:27}(0T8)Nf6e4 
9.{15:31}(0T9)Bd3e4 / {16:27}(0T9)d6d5 
10.{12:34}(0T10)Be4c2 / {15:43}(0T10)e5e4 
11.{9:47}(0T11)Bc1b2 / {15:09}(0T11)Bg7b2 
12.{9:47}(0T12)Rb1b2 / {14:02}(0T12)Bc8g4 
13.{5:58}(0T13)h2h3 / {13:49}(0T13)e4f3 
14.{5:27}(0T14)h3g4 / {13:49}(0T14)f3g2 
15.{5:24}(0T15)Rh1g1 / {13:44}(0T15)Qd8h4 
16.{5:11}(0T16)Qd1f3 / {12:56}(0T16)Nb8d7 
17.{2:09}(0T17)Qf3g2 / {12:46}(0T17)Qh4>>(0T15)f2 
18.{2:02}(-1T16)Ke1f2 / {12:46}(-1T16)Qd8h4 
19.{1:49}(0T18)Qg2>(-1T17)g3 / {10:54}(-1T17)Qh4f6 
20.{1:31}(-1T18)Qd1f3 / {9:19}(0T18)Nd7e5 (-1T18)Qf6g7 
21.{1:03}(-1T19)Qg3d6 (0T19)Rg1g3 / {7:24}(-1T19)Qg7h6 (0T19)d5d4 
22.{0:19}(-1T20)Qf3f7 (0T20)Bc2e4 / {7:12}(-1T20)Rf8f7 (0T20)d4e3 
23.{0:00}(-1T21)Kf2g2 ",0,1,06/12/2021,,,
444,Cirtus,RyanFourPM,"1.{20:05}(0T1)e2e3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)Ng1f3 / {20:05}(0T2)c7c6 
3.{20:04}(0T3)c2c4 / {20:05}(0T3)d7d6 
4.{19:59}(0T4)b2b3 / {20:03}(0T4)g7g6 
5.{19:59}(0T5)Bc1b2 / {20:03}(0T5)Bf8g7 
6.{19:42}(0T6)Nb1c3 / {17:38}(0T6)Nb8d7 
7.{19:34}(0T7)Bf1d3 / {16:41}(0T7)Ke8g8 
8.{19:32}(0T8)Nc3e4 / {16:22}(0T8)e7e5 
9.{18:09}(0T9)Nf3g5 / {15:17}(0T9)Nf6e4 
10.{18:09}(0T10)Ng5e4 / {15:13}(0T10)d6d5 
11.{12:03}(0T11)Qd1f3 / {12:47}(0T11)Qd8h4 
12.{7:20}(0T12)Ne4d6 / {8:25}(0T12)Bg7f6 
13.{4:19}(0T13)c4d5 / {7:17}(0T13)Nd7c5 
14.{3:45}(0T14)Bd3c2 / {6:57}(0T14)Bc8g4 
15.{3:09}(0T15)Qf3g3 / {5:18}(0T15)Bg4e2 
16.{3:09}(0T16)Ke1e2 / {5:18}(0T16)Nc5e4 
17.{2:46}(0T17)Nd6e4 / {5:18}(0T17)Qh4h5 
18.{2:46}(0T18)Qg3f3 / {5:14}(0T18)Qh5>>(0T15)e2 ",0,1,06/12/2021,,,
445,RyanFourPM,Cirtus,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)c2c4 / {19:59}(0T2)c7c6 
3.{20:05}(0T3)Qd1b3 / {19:40}(0T3)e7e6 
4.{20:05}(0T4)Nb1c3 / {19:22}(0T4)Nb8a6 
5.{20:04}(0T5)e2e3 / {18:05}(0T5)Qd8b6 
6.{18:14}(0T6)Qb3b6 / {18:05}(0T6)a7b6 
7.{18:09}(0T7)Bf1d3 / {18:04}(0T7)Na6b4 
8.{18:09}(0T8)Bd3b1 / {17:50}(0T8)b6b5 
9.{17:05}(0T9)c4b5 / {17:07}(0T9)c6b5 
10.{15:07}(0T10)b2b3 / {15:04}(0T10)g7g6 
11.{15:04}(0T11)Bc1b2 / {12:47}(0T11)Bf8g7 
12.{14:05}(0T12)a2a3 / {9:01}(0T12)Nb4c6 
13.{14:05}(0T13)Nc3b5 / {9:01}(0T13)Ke8g8 
14.{14:05}(0T14)Nb5d6 / {7:38}(0T14)e6e5 
15.{12:53}(0T15)h2h4 / {6:12}(0T15)h7h5 
16.{10:55}(0T16)Bb1g6 / {1:52}(0T16)f7g6 
17.{10:53}(0T17)Nf3g5 / {1:52}(0T17)Kg8h8 
18.{10:48}(0T18)Nd6f7 / {1:39}(0T18)Rf8f7 
19.{10:48}(0T19)Ng5f7 / {1:39}(0T19)Kh8g8 
20.{10:48}(0T20)Nf7g5 / {1:17}(0T20)Bg7h6 
21.{10:42}(0T21)Ng5>>(0T19)g6 ",1,0,06/12/2021,,,
446,RyanFourPM,Cirtus,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:03}(0T2)c2c4 / {20:01}(0T2)c7c6 
3.{20:01}(0T3)Qd1b3 / {19:36}(0T3)e7e6 
4.{19:55}(0T4)Nb1c3 / {19:27}(0T4)Nb8a6 
5.{19:47}(0T5)e2e3 / {18:29}(0T5)b7b5 
6.{18:33}(0T6)c4b5 / {18:29}(0T6)c6b5 
7.{16:04}(0T7)Nc3b5 / {18:08}(0T7)Ra8b8 
8.{15:51}(0T8)a2a4 / {16:01}(0T8)Na6c5 
9.{15:14}(0T9)Qb3c4 / {13:28}(0T9)Bc8b7 
10.{14:41}(0T10)b2b4 / {10:06}(0T10)Bb7d5 
11.{13:36}(0T11)Qc4f4 / {8:39}(0T11)Rb8b5 
12.{12:19}(0T12)Bf1b5 / {5:22}(0T12)Nc5b3 
13.{10:59}(0T13)Ra1b1 / {2:36}(0T13)Qd8c8 
14.{9:48}(0T14)Ke1g1 / {1:42}(0T14)h7h6 
15.{9:10}(0T15)Rb1b3 / {1:37}(0T15)Bd5b3 
16.{7:05}(0T16)Nf3e5 / {0:59}(0T16)Bb3d5 
17.{6:49}(0T17)Bb5d7 / {0:30}(0T17)Qc8d7 
18.{6:49}(0T18)Ne5d7 / {0:06}(0T18)Bd5c6 
19.{6:46}(0T19)Nd7f6 / {0:00}(0T19)g7f6 ",1,0,27/12/2021,,,
447,Cirtus,RyanFourPM,"1.{20:05}(0T1)e2e3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)Ng1f3 / {20:05}(0T2)c7c6 
3.{20:05}(0T3)b2b4 / {20:00}(0T3)g7g6 
4.{19:34}(0T4)Bc1b2 / {18:46}(0T4)e7e6 
5.{17:56}(0T5)a2a3 / {18:44}(0T5)Bf8g7 
6.{17:33}(0T6)Nb1c3 / {18:40}(0T6)d7d5 
7.{17:09}(0T7)b4b5 / {17:49}(0T7)Nb8d7 
8.{15:50}(0T8)Nc3a2 / {17:17}(0T8)c6c5 
9.{13:13}(0T9)Bb2f6 / {17:10}(0T9)Qd8f6 
10.{13:01}(0T10)c2c3 / {16:19}(0T10)Ke8g8 
11.{11:51}(0T11)h2h4 / {16:05}(0T11)h7h5 
12.{11:24}(0T12)Qd1e2 / {15:45}(0T12)e6e5 
13.{9:52}(0T13)g2g3 / {15:26}(0T13)d5d4 
14.{7:56}(0T14)c3d4 / {14:08}(0T14)e5d4 
15.{4:58}(0T15)Ra1b1 / {13:14}(0T15)Nd7e5 
16.{4:34}(0T16)Nf3e5 / {13:14}(0T16)Qf6e5 
17.{4:24}(0T17)Qe2f3 / {13:11}(0T17)d4e3 
18.{4:12}(0T18)f2e3 / {12:53}(0T18)Bc8f5 
19.{1:20}(0T19)Rb1c1 / {12:33}(0T19)Qe5a1 
20.{1:20}(0T20)Rc1a1 / {12:33}(0T20)Bg7a1 
21.{0:31}(0T21)Na2c1 / {12:25}(0T21)Bf5b1 ",0,1,27/12/2021,,,
448,RyanFourPM,Gjorbajarb,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)e7e6 
2.{19:39}(0T2)d2d4 / {20:05}(0T2)Qd8f6 
3.{19:28}(0T3)c2c3 / {20:05}(0T3)Ng8e7 
4.{18:16}(0T4)Bc1g5 / {20:05}(0T4)Qf6g6 
5.{17:33}(0T5)h2h4 / {19:19}(0T5)f7f6 
6.{16:10}(0T6)h4h5 / {19:19}(0T6)Qg6f7 
7.{15:56}(0T7)Bg5f4 / {19:05}(0T7)Ne7d5 
8.{15:48}(0T8)Bf4g3 / {16:35}(0T8)Bf8d6 
9.{15:48}(0T9)Bg3d6 / {16:35}(0T9)c7d6 
10.{14:57}(0T10)e2e3 / {15:30}(0T10)a7a5 
11.{14:40}(0T11)Nb1a3 / {14:22}(0T11)a5a4 
12.{14:36}(0T12)Na3b5 / {13:28}(0T12)Ra8a6 
13.{13:43}(0T13)c3c4 / {10:43}(0T13)Nd5b4 
14.{13:39}(0T14)a2a3 / {10:36}(0T14)Nb4c6 
15.{13:39}(0T15)Nb5d6 / {10:18}(0T15)Ke8e7 
16.{13:36}(0T16)Nd6f7 / {10:18}(0T16)Ke7f7 
17.{12:00}(0T17)d4d5 / {9:19}(0T17)Rh8e8 
18.{11:38}(0T18)Qd1d3 / {8:06}(0T18)f6f5 
19.{11:09}(0T19)g2g4 / {7:48}(0T19)Nc6e7 
20.{10:32}(0T20)d5d6 / {6:59}(0T20)Kf7g8 
21.{10:32}(0T21)d6e7 / {6:59}(0T21)Ra6b6 
22.{9:41}(0T22)Qd3d4 / {4:31}(0T22)Rb6>>(0T0)b6 
23.{9:46}(-1T1)Ng1f3 / {4:26}(-1T1)Ng8f6 
24.{9:45}(-1T2)e2e3 / {4:26}(-1T2)g7g6 
25.{9:31}(-1T3)b2b3 / {4:02}(-1T3)d7d5 
26.{9:31}(-1T4)Bc1b2 / {3:56}(-1T4)c7c5 
27.{8:41}(-1T5)a2a4 / {3:03}(-1T5)Bc8f5 
28.{8:41}(-1T6)a4a5 / {3:03}(-1T6)Rb6e6 
29.{8:35}(-1T7)Bf1b5 / {3:03}(-1T7)Nb8c6 
30.{7:48}(-1T8)Bb2e5 / {2:38}(-1T8)Bf8h6 
31.{6:58}(-1T9)a5a6 / {2:30}(-1T9)Ke8g8 
32.{6:57}(-1T10)a6b7 / {2:23}(-1T10)Nc6e5 
33.{6:57}(-1T11)b7a8 / {2:23}(-1T11)Qd8a8 
34.{6:51}(-1T12)Bb5e2 / {1:52}(-1T12)d5d4 
35.{5:19}(-1T13)b3b4 / {1:52}(-1T13)d4e3 
36.{5:19}(-1T14)d2e3 / {1:17}(-1T14)Ne5f3 
37.{5:19}(-1T15)g2f3 / {1:17}(-1T15)Re6e3 
38.{4:31}(-1T16)Nb1d2 / {0:28}(-1T16)Re3e2 
39.{4:31}(-1T17)Qd1e2 / {0:28}(-1T17)Rf8d8 
40.{3:37}(-1T18)Ra1d1 / {0:28}(-1T18)Bf5c2 
41.{3:10}(-1T19)Ke1g1 / {0:14}(-1T19)Qa8d5 
42.{2:57}(-1T20)Kg1h1 / {0:14}(-1T20)Qd5>>(-1T13)d5 
43.{2:32}(-1T21)h2h4 / {0:14}(-1T21)Rd8d4 
44.{2:02}(0T23)Qd4>(-1T22)d4 / {0:14}(-1T22)c5d4 
45.{1:52}(-1T23)Rd1c1 / {0:13}(-1T23)Bc2f5 (0T23)Re8e7 
46.{1:52}(0T24)Nf3>(-1T24)f5 / {0:12}(-1T24)Bh6f4 (0T24)Nb8c6 
47.{1:43}(-1T25)Rc1c8 (0T25)Bf1g2 / {0:00}(0T25)Nc6d4 ",1,0,23/08/2021,,,
449,RyanFourPM,Gjorbajarb,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)e7e6 
2.{20:05}(0T2)d2d4 / {20:05}(0T2)Qd8f6 
3.{19:56}(0T3)c2c3 / {20:05}(0T3)h7h6 
4.{19:47}(0T4)Nb1d2 / {20:05}(0T4)Ng8e7 
5.{19:41}(0T5)Qd1c2 / {19:55}(0T5)Ne7f5 
6.{19:31}(0T6)Nd2e4 / {19:52}(0T6)Qf6g6 
7.{18:14}(0T7)Rh1g1 / {19:35}(0T7)h6h5 
8.{17:17}(0T8)Bc1f4 / {18:51}(0T8)c7c6 
9.{16:56}(0T9)Nf3e5 / {18:49}(0T9)Qg6h7 
10.{16:56}(0T10)Ne4g5 / {18:48}(0T10)Qh7h6 
11.{16:44}(0T11)Ne5f7 / {18:13}(0T11)Qh6f6 
12.{16:31}(0T12)Nf7h8 / {18:09}(0T12)g7g6 
13.{15:38}(0T13)Ng5f7 / {18:09}(0T13)Bf8g7 
14.{14:55}(0T14)Bf4g5 / {17:04}(0T14)Qf6g5 
15.{14:31}(0T15)Nh8>>(0T13)g8 ",1,0,25/08/2021,,,
450,Gjorbajarb,RyanFourPM,"1.{20:05}(0T1)e2e3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)f2f4 / {19:45}(0T2)d7d5 
3.{20:05}(0T3)Qd1f3 / {19:40}(0T3)Bc8g4 
4.{20:05}(0T4)Qf3f2 / {18:34}(0T4)Qd8d7 
5.{19:26}(0T5)h2h3 / {18:26}(0T5)Nf6e4 
6.{19:23}(0T6)Qf2h4 / {17:34}(0T6)Bg4d1 
7.{19:22}(0T7)Ke1d1 / {17:34}(0T7)Qd7a4 
8.{16:08}(0T8)Bf1b5 / {17:31}(0T8)Qa4b5 
9.{15:20}(0T9)Ng1e2 / {17:31}(0T9)Qb5e2 ",0,1,25/08/2021,,,
451,RyanFourPM,A Human Bean,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)d2d4 / {19:52}(0T2)d7d5 
3.{20:05}(0T3)c2c3 / {19:51}(0T3)c7c6 
4.{20:05}(0T4)Bc1g5 / {19:50}(0T4)Bc8f5 
5.{20:05}(0T5)e2e3 / {19:37}(0T5)Nb8d7 
6.{19:31}(0T6)Nf3h4 / {19:25}(0T6)Bf5g6 
7.{18:57}(0T7)Nb1d2 / {18:51}(0T7)e7e6 
8.{17:17}(0T8)Nh4g6 / {18:24}(0T8)h7g6 
9.{16:56}(0T9)Bf1d3 / {17:49}(0T9)Qd8c7 
10.{14:51}(0T10)h2h4 / {17:29}(0T10)Ke8c8 
11.{14:16}(0T11)Qd1a4 / {16:41}(0T11)a7a6 
12.{14:12}(0T12)Bd3a6 / {16:19}(0T12)Qc7b8 
13.{14:06}(0T13)Qa4c6 ",1,0,24/08/2021,,,
452,A Human Bean,RyanFourPM,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6
2.{20:05}(0T2)d2d4 / {20:05}(0T2)d7d5
3.{20:05}(0T3)Bc1d2 / {20:05}(0T3)c7c6
4.{20:05}(0T4)c2c4 / {20:05}(0T4)d5c4
5.{20:05}(0T5)e2e3 / {20:05}(0T5)b7b5
6.{20:05}(0T6)Nb1a3 / {20:05}(0T6)a7a6
7.{20:03}(0T7)Na3c2 / {20:05}(0T7)Bc8g4
8.{20:04}(0T8)a2a4 / {20:05}(0T8)Nb8d7
9.{20:04}(0T9)Nc2b4 / {20:05}(0T9)Qd8c8
10.{20:02}(0T10)a4b5 / {20:05}(0T10)a6b5
11.{20:02}(0T11)Bf1e2 / {20:05}(0T11)e7e6
12.{20:02}(0T12)Nb4c2 / {20:05}(0T12)Nf6e4
13.{20:02}(0T13)Rh1g1 / {20:05}(0T13)Ne4d2
14.{20:02}(0T14)Nf3d2 / {20:05}(0T14)Bg4e2
15.{20:02}(0T15)Ke1e2 / {20:05}(0T15)Nd7f6
16.{20:02}(0T16)f2f3 / {20:05}(0T16)Bf8d6
17.{20:02}(0T17)Qd1f1 / {18:52}(0T17)c6c5
18.{19:55}(0T18)Qf1>>(0T12)f7 / {18:50}(1T12)Ke8f7
19.{19:51}(1T13)Nf3g5 / {18:41}(1T13)Kf7g8
20.{19:40}(1T14)Be2g4 / {18:41}(1T14)Nf6g4
21.{19:15}(1T15)Ng5e6",1,0,24/08/2021,,,
453,RyanFourPM,Macfor,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)d2d4 / {20:05}(0T2)d7d5 
3.{20:02}(0T3)c2c3 / {20:05}(0T3)c7c6 
4.{20:01}(0T4)Bc1f4 / {20:05}(0T4)Bc8g4 
5.{20:01}(0T5)Nb1d2 / {19:56}(0T5)e7e6 
6.{19:54}(0T6)e2e3 / {19:17}(0T6)Nf6e4 
7.{18:00}(0T7)h2h3 / {17:48}(0T7)Ne4d2 
8.{16:57}(0T8)h3g4 / {16:46}(0T8)Nd2e4 
9.{16:00}(0T9)Nf3e5 / {15:38}(0T9)Qd8a5 
10.{13:46}(0T10)Bf4>>(0T7)f7 / {14:58}(1T7)Ke8f7 
11.{13:46}(1T8)Nf3e5 / {14:28}(1T8)Kf7e8 
12.{13:51}(1T9)Qd1g4 / {12:34}(0T10)Qa5>>(0T0)a5 
13.{13:15}(-1T1)Ng1f3 / {12:34}(-1T1)Ng8f6 
14.{13:15}(-1T2)e2e3 / {11:39}(-1T2)e7e6 
15.{13:01}(-1T3)Nb1c3 / {11:25}(-1T3)h7h5 
16.{12:44}(-1T4)Bf1c4 / {10:31}(-1T4)c7c6 
17.{12:21}(-1T5)a2a3 / {10:21}(-1T5)d7d5 
18.{12:21}(-1T6)b2b4 / {10:08}(-1T6)Qa5b6 
19.{12:26}(-1T7)Nc3a4 / {7:37}(-1T7)Qb6>>(-1T1)b6 
20.{12:21}(-2T2)e2e3 / {7:24}(-2T2)e7e6 
21.{12:18}(-2T3)c2c3 / {7:24}(-2T3)g7g6 
22.{12:18}(-2T4)a2a3 / {7:24}(-2T4)Qd8f6 
23.{11:46}(-2T5)Bf1c4 / {7:24}(-2T5)Qf6g7 
24.{11:21}(-2T6)Qd1e2 / {7:24}(-2T6)Qg7>(1T9)g4 
25.{11:15}(-2T7)b2b4 / {5:45}(-2T7)Qa5h5 
26.{10:34}(-1T8)Bc4d3 (-2T8)g2g4 / {4:26}(-2T8)Qh5g4 (-1T8)Nf6g4 
27.{9:10}(-1T9)Nf3e5 (-2T9)Bc4e6 / {3:26}(-1T9)Ng4e5 (-2T9)Qb6e6 
28.{8:41}(1T10)Ne5g4 (-1T10)Ke1f1 (-2T10)Ke1f1 ",1,0,09/10/2021,,,
454,Macfor,RyanFourPM,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)d2d4 / {20:05}(0T2)d7d5 
3.{20:05}(0T3)c2c3 / {20:05}(0T3)c7c6 
4.{19:59}(0T4)Bc1g5 / {20:05}(0T4)Bc8f5 
5.{19:51}(0T5)e2e3 / {20:05}(0T5)Nb8d7 
6.{19:51}(0T6)Bf1d3 / {20:00}(0T6)Bf5g6 
7.{18:51}(0T7)Nf3e5 / {16:43}(0T7)Nf6e4 
8.{18:09}(0T8)Qd1f3 / {14:45}(0T8)Nd7e5 
9.{18:09}(0T9)d4e5 / {14:43}(0T9)Ne4g5 
10.{17:25}(0T10)Qf3e2 / {14:17}(0T10)e7e6 
11.{16:45}(0T11)h2h4 / {14:17}(0T11)Bg6d3 
12.{16:37}(0T12)Qe2d3 / {14:17}(0T12)Ng5e4 
13.{16:00}(0T13)g2g3 / {14:14}(0T13)Qd8c7 
14.{14:42}(0T14)Nb1d2 / {14:08}(0T14)Ne4d2 
15.{14:26}(0T15)Qd3d2 / {14:08}(0T15)Qc7e5 
16.{14:05}(0T16)Ke1c1 / {13:37}(0T16)Qe5f5 
17.{14:06}(0T17)c3c4 / {13:32}(0T17)Qf5>>(0T14)f2 ",0,1,09/10/2021,,,
455,RyanFourPM,Macfor,"1.{19:59}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{19:59}(0T2)d2d4 / {20:05}(0T2)d7d5 
3.{19:59}(0T3)c2c3 / {20:05}(0T3)c7c6 
4.{19:51}(0T4)Bc1f4 / {20:04}(0T4)Bc8f5 
5.{19:48}(0T5)Nb1d2 / {19:59}(0T5)e7e6 
6.{19:48}(0T6)e2e3 / {19:59}(0T6)h7h6 
7.{19:08}(0T7)h2h4 / {19:48}(0T7)Bf8d6 
8.{18:56}(0T8)g2g3 / {19:46}(0T8)Bf5g4 
9.{18:08}(0T9)Qd1c2 / {19:25}(0T9)Nf6e4 
10.{16:13}(0T10)Bf4d6 / {19:21}(0T10)Qd8d6 
11.{16:06}(0T11)Nd2e4 / {19:09}(0T11)d5e4 
12.{16:06}(0T12)Qc2e4 / {18:56}(0T12)Bg4f5 
13.{15:50}(0T13)Qe4e5 / {18:55}(0T13)Qd6e5 
14.{15:23}(0T14)Nf3e5 / {18:12}(0T14)Nb8d7 
15.{14:11}(0T15)Ne5d7 / {18:12}(0T15)Ke8d7 
16.{13:51}(0T16)Bf1e2 / {18:12}(0T16)Kd7e8 
17.{13:33}(0T17)g3g4 / {17:52}(0T17)Bf5e4 
18.{13:33}(0T18)f2f3 / {17:43}(0T18)Be4c2 
19.{12:55}(0T19)Ra1c1 / {16:50}(0T19)Bc2h7 
20.{10:53}(0T20)Ke1g1 / {16:34}(0T20)h6h5 
21.{10:34}(0T21)g4g5 / {16:30}(0T21)f7f6 
22.{10:33}(0T22)f3f4 / {16:23}(0T22)Ra8d8 
23.{9:20}(0T23)Kg1h2 / {15:57}(0T23)Bh7f5 
24.{8:32}(0T24)Rf1g1 / {15:28}(0T24)c6c5 
25.{6:43}(0T25)Be2f3 / {15:20}(0T25)c5d4 
26.{6:14}(0T26)e3d4 / {13:58}(0T26)f6g5 
27.{5:27}(0T27)Rg1g5 / {13:34}(0T27)Bf5d3 
28.{4:27}(0T28)Rg5g7 / {13:05}(0T28)Rd8d7 
29.{3:20}(0T29)Rg7g2 / {12:07}(0T29)Rd7f7 
30.{2:42}(0T30)Rc1e1 / {11:15}(0T30)Rh8h6 
31.{2:08}(0T31)Bf3e4 / {11:01}(0T31)Bd3>>(0T29)f3 
32.{1:49}(-1T30)Rc1g1 / {10:40}(-1T30)Bf3g2 
33.{1:40}(0T32)Be4>>(0T30)e6 ",1,0,7/11/2021,,,
456,Macfor,RyanFourPM,"1.{19:47}(0T1)e2e3 / {15:46}(0T1)Ng8f6 
2.{19:47}(0T2)f2f4 / {15:46}(0T2)d7d5 
3.{19:47}(0T3)g2g3 / {15:46}(0T3)c7c6 
4.{19:47}(0T4)Ng1f3 / {15:46}(0T4)Bc8g4 
5.{19:47}(0T5)Nb1c3 / {15:46}(0T5)d5d4 
6.{19:47}(0T6)Nc3a4 / {15:46}(0T6)d4e3 
7.{19:47}(0T7)d2e3 / {15:43}(0T7)Qd8d1 
8.{19:47}(0T8)Ke1d1 / {15:41}(0T8)Bg4f3 
9.{19:47}(0T9)Kd1e1 / {14:08}(0T9)Bf3h1 
10.{19:37}(0T10)Na4c3 / {13:55}(0T10)e7e6 
11.{19:37}(0T11)Bc1d2 / {13:50}(0T11)Bf8d6 
12.{19:11}(0T12)Nc3d5 / {13:01}(0T12)Bd6>>(0T7)d1 
13.{19:11}(-1T8)Bf1e2 / {12:58}(-1T8)Qd8d2 
14.{19:13}(0T13)Bd2>>(0T7)d8 / {12:58}(1T7)Ke8d8 
15.{18:39}(1T8)Nf3e5 / {12:48}(1T8)Bg4d1 ",0,1,7/11/2021,,,
457,RyanFourPM,Macfor,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)c2c4 / {19:41}(0T2)e7e6 
3.{20:02}(0T3)Nb1c3 / {19:41}(0T3)c7c6 
4.{20:02}(0T4)Qd1b3 / {19:41}(0T4)Qd8b6 
5.{20:02}(0T5)Qb3b6 / {19:41}(0T5)a7b6 
6.{19:56}(0T6)g2g3 / {18:39}(0T6)Bf8b4 
7.{19:35}(0T7)Bf1g2 / {18:35}(0T7)Bb4c3 
8.{19:28}(0T8)d2c3 / {18:24}(0T8)b6b5 
9.{18:53}(0T9)c4b5 / {18:24}(0T9)c6b5 
10.{18:53}(0T10)Ke1g1 / {18:10}(0T10)Ra8a4 
11.{18:21}(0T11)b2b3 / {18:01}(0T11)Ra4e4 
12.{18:07}(0T12)Bc1a3 / {17:31}(0T12)Re4e2 
13.{18:05}(0T13)Rf1e1 / {17:14}(0T13)Re2e1 
14.{18:05}(0T14)Ra1e1 / {17:14}(0T14)Nb8c6 
15.{17:34}(0T15)Re1e5 / {16:09}(0T15)h7h5 
16.{15:10}(0T16)Re5c5 / {15:40}(0T16)d7d6 
17.{14:43}(0T17)Rc5c6 / {15:38}(0T17)b7c6 
18.{14:43}(0T18)Ba3d6 / {15:16}(0T18)Nf6d5 
19.{14:38}(0T19)c3c4 / {15:16}(0T19)b5c4 
20.{14:38}(0T20)b3c4 / {14:59}(0T20)Ke8d8 
21.{14:32}(0T21)c4d5 / {14:53}(0T21)Kd8d7 
22.{14:31}(0T22)d5e6 / {14:53}(0T22)Kd7d6 
23.{14:30}(0T23)Nf3d4 ",1,0,7/11/2021,,,
458,Mage,RyanFourPM,"1.(0T1)e2e3 / (0T1)Ng8f6 
2.(0T2)Ng1f3 / (0T2)d7d5 
3.(0T3)c2c4 / (0T3)c7c6 
4.(0T4)c4d5 / (0T4)Qd8d5 
5.(0T5)Nb1c3 / (0T5)Qd5h5 
6.(0T6)Qd1b3 / (0T6)Nb8d7 
7.(0T7)Bf1e2 / (0T7)Nd7c5 
8.(0T8)Qb3c4 / (0T8)Bc8e6 
9.(0T9)Nc3d5 / (0T9)Qh5d5 
10.(0T10)Qc4b4 / (0T10)Nc5d3 
11.(0T11)Be2d3 / (0T11)Qd5d3 
12.(0T12)Nf3d4 / (0T12)Ra8b8 
13.(0T13)b2b3 / (0T13)Nf6d5 
14.(0T14)Nd4e6 / (0T14)f7e6 
15.(0T15)Qb4g4 / (0T15)g7g6 ",0,1,09/08/2021,,,
